"","state","location","both_sexes_2008","females_2008","males_2008"
"2727","Texas","Moore County",42.8,32.3,53.7
"2728","Texas","Morris County",41.6,32.8,50.9
"2729","Texas","Motley County",35.1,24.3,46.3
"2730","Texas","Nacogdoches County",46.2,37.5,55.1
"2731","Texas","Navarro County",45.3,36.6,54.4
"2732","Texas","Newton County",39.1,30.7,47.9
"2733","Texas","Nolan County",44.8,34.9,55.1
"2734","Texas","Nueces County",55.1,45.2,65.4
"2735","Texas","Ochiltree County",42.3,33.6,51.4
"2736","Texas","Oldham County",42,31.7,52.8
"2737","Texas","Orange County",45.2,36.1,54.7
"2738","Texas","Palo Pinto County",44.7,35.8,54
"2739","Texas","Panola County",43.1,35.3,51.2
"2740","Texas","Parker County",49.8,42.2,57.7
"2741","Texas","Parmer County",38.5,27.4,49.9
"2742","Texas","Pecos County",45.8,36.3,55.7
"2743","Texas","Polk County",44.4,35.5,53.5
"2744","Texas","Potter County",45,34.8,55.5
"2745","Texas","Presidio County",46.4,35.3,58
"2746","Texas","Rains County",44.3,35.8,53
"2747","Texas","Randall County",50.3,42.6,58.3
"2748","Texas","Reagan County",45.1,33.5,57.2
"2749","Texas","Real County",45.3,34,57.1
"2750","Texas","Red River County",42.7,34.1,51.7
"2751","Texas","Reeves County",44.5,34.4,55
"2752","Texas","Refugio County",48.3,37.3,59.7
"2753","Texas","Roberts County",49.9,40.3,60
"2754","Texas","Robertson County",46.4,36.9,56.3
"2755","Texas","Rockwall County",52.8,46.2,59.6
"2756","Texas","Runnels County",49.9,40.1,60
"2757","Texas","Rusk County",41.8,33.8,50.1
"2758","Texas","Sabine County",40.1,30.1,50.5
"2759","Texas","San Augustine County",38,30.2,46
"2760","Texas","San Jacinto County",44,33.9,54.4
"2761","Texas","San Patricio County",51.9,42.3,61.9
"2762","Texas","San Saba County",41.9,32.4,51.7
"2763","Texas","Schleicher County",43.9,33,55.1
"2764","Texas","Scurry County",43,32.8,53.5
"2765","Texas","Shackelford County",47.2,37.7,57
"2766","Texas","Shelby County",38,30.3,46
"2767","Texas","Sherman County",39.2,28.3,50.6
"2768","Texas","Smith County",47.9,40.2,55.8
"2769","Texas","Somervell County",50.1,41.3,59.1
"2770","Texas","Starr County",40.3,26.7,54.4
"2771","Texas","Stephens County",46.6,38.3,55.1
"2772","Texas","Sterling County",48.4,37.1,60
"2773","Texas","Stonewall County",40.6,30,51.6
"2774","Texas","Sutton County",50.8,40.5,61.5
"2775","Texas","Swisher County",41.8,31.6,52.4
"2776","Texas","Tarrant County",56.6,49.5,63.9
"2777","Texas","Taylor County",48.8,38.7,59.3
"2778","Texas","Terrell County",44.7,33.4,56.3
"2779","Texas","Terry County",40,30.3,50
"2780","Texas","Texas",53.3,44.8,62
"2781","Texas","Throckmorton County",39.3,29.6,49.3
"2782","Texas","Titus County",42.1,33.5,51
"2783","Texas","Tom Green County",51.5,42.5,60.8
"2784","Texas","Travis County",64.8,59.3,70.5
"2785","Texas","Trinity County",39.4,29.2,50
"2786","Texas","Tyler County",38.4,30.5,46.7
"2787","Texas","Upshur County",44,34.1,54.4
"2788","Texas","Upton County",39.2,28.3,50.5
"2789","Texas","Uvalde County",47.5,36,59.5
"2790","Texas","Val Verde County",49.1,36.3,62.4
"2791","Texas","Van Zandt County",43.9,36.1,51.9
"2792","Texas","Victoria County",53.9,44.7,63.5
"2793","Texas","Walker County",47.6,39.9,55.6
"2794","Texas","Waller County",49.5,40.1,59.3
"2795","Texas","Ward County",44.5,35.5,53.9
"2796","Texas","Washington County",59.7,51.3,68.4
"2797","Texas","Webb County",47.4,34.9,60.4
"2798","Texas","Wharton County",51.9,42.6,61.5
"2799","Texas","Wheeler County",41.6,31.2,52.3
"2800","Texas","Wichita County",49.3,41.7,57.2
"2801","Texas","Wilbarger County",38.8,29.4,48.5
"2802","Texas","Willacy County",44.7,30.9,58.9
"2803","Texas","Williamson County",61.4,54.1,68.9
"2804","Texas","Wilson County",53.2,43.2,63.6
"2805","Texas","Winkler County",41.2,32.5,50.3
"2806","Texas","Wise County",48.2,39.5,57.3
"2807","Texas","Wood County",44.4,35.3,53.7
"2808","Texas","Yoakum County",42.4,32.8,52.3
"2809","Texas","Young County",44,35.4,52.9
"2810","Texas","Zapata County",40.9,27.7,54.5
"2811","Texas","Zavala County",40.7,29,52.8
"2812","Utah","Beaver County",24.7,18.9,30.8
"2813","Utah","Box Elder County",20.8,15.7,26.2
"2814","Utah","Cache County",20.4,16.6,24.3
"2815","Utah","Carbon County",36.4,30.9,42.1
"2816","Utah","Daggett County",32.5,26.2,39.1
"2817","Utah","Davis County",24.7,19.7,29.8
"2818","Utah","Duchesne County",26.6,19.4,34
"2819","Utah","Emery County",21.7,16,27.6
"2820","Utah","Garfield County",25.5,19,32.3
"2821","Utah","Grand County",47.7,41.5,54.1
"2822","Utah","Iron County",26.8,21.7,32.1
"2823","Utah","Juab County",21.9,15.8,28.2
"2824","Utah","Kane County",33.9,26.5,41.6
"2825","Utah","Millard County",20.4,14.7,26.4
"2826","Utah","Morgan County",22.2,16.9,27.6
"2827","Utah","Piute County",26,20.8,31.3
"2828","Utah","Rich County",20.2,15.2,25.3
"2829","Utah","Salt Lake County",38.6,33.5,44
"2830","Utah","San Juan County",25.4,18.5,32.6
"2831","Utah","Sanpete County",19.6,13.5,26
"2832","Utah","Sevier County",22.4,16.7,28.2
"2833","Utah","Summit County",60,55.1,65.1
"2834","Utah","Tooele County",30.6,25.2,36.2
"2835","Utah","Uintah County",29.3,23.7,35.1
"2836","Utah","Utah",30.3,25.5,35.3
"2837","Utah","Utah County",14.9,11.6,18.3
"2838","Utah","Wasatch County",30.6,26.1,35.3
"2839","Utah","Washington County",29,25.5,32.6
"2840","Utah","Wayne County",26.3,18.9,34
"2841","Utah","Weber County",34.2,27.8,40.8
"2842","Vermont","Addison County",68.3,62.8,74.1
"2843","Vermont","Bennington County",66.2,60.2,72.3
"2844","Vermont","Caledonia County",65.1,59.5,70.9
"2845","Vermont","Chittenden County",71.8,66.6,77.1
"2846","Vermont","Essex County",62.8,55.5,70.5
"2847","Vermont","Franklin County",65.6,59.2,72.3
"2848","Vermont","Grand Isle County",68.4,62.3,74.8
"2849","Vermont","Lamoille County",69.6,64.7,74.7
"2850","Vermont","Orange County",66.1,60.6,71.9
"2851","Vermont","Orleans County",64.5,59,70.2
"2852","Vermont","Rutland County",64.1,57.7,70.6
"2853","Vermont","Vermont",68.1,62.6,73.8
"2854","Vermont","Washington County",69.9,65.8,74.1
"2855","Vermont","Windham County",66.1,60,72.4
"2856","Vermont","Windsor County",69.5,63.5,75.7
"2857","Virginia","Accomack County",48,38.5,57.9
"2858","Virginia","Albemarle County",63.4,56.3,70.7
"2859","Virginia","Alexandria City",68.4,61.5,75.4
"2860","Virginia","Alleghany County",45.2,34.7,56.1
"2861","Virginia","Amelia County",44.8,35.5,54.5
"2862","Virginia","Amherst County",45.6,37,54.6
"2863","Virginia","Appomattox County",43.9,33.4,54.7
"2864","Virginia","Arlington County",70,64,76.3
"2865","Virginia","Augusta County, Waynesboro City",50.2,41.6,59.1
"2866","Virginia","Bath County",48.2,36.6,60.2
"2867","Virginia","Bedford County, Bedford City",48.6,40.5,57
"2868","Virginia","Bland County",35.4,26,45.1
"2869","Virginia","Botetourt County",46.3,36.2,56.7
"2870","Virginia","Bristol City",35.6,27.8,43.6
"2871","Virginia","Brunswick County",37.9,28,48
"2872","Virginia","Buchanan County",23.6,15.5,32
"2873","Virginia","Buckingham County",38.4,30.6,46.5
"2874","Virginia","Buena Vista City",36,27,45.5
"2875","Virginia","Campbell County",45.7,36.9,54.8
"2876","Virginia","Caroline County",47.3,38.6,56.3
"2877","Virginia","Carroll County",36.7,26.5,47.2
"2878","Virginia","Charles City County",40.5,31,50.2
"2879","Virginia","Charlotte County",40.6,31.1,50.5
"2880","Virginia","Charlottesville City",63.5,58.3,68.8
"2881","Virginia","Chesapeake City",55.8,48.8,62.9
"2882","Virginia","Chesterfield County",60.1,52.8,67.6
"2883","Virginia","Clarke County",55.4,48,63.1
"2884","Virginia","Colonial Heights City",47.6,39,56.6
"2885","Virginia","Covington City",45.5,33.7,57.8
"2886","Virginia","Craig County",37,26.2,48.1
"2887","Virginia","Culpeper County",52.9,44.2,61.9
"2888","Virginia","Cumberland County",40.8,33.3,48.5
"2889","Virginia","Danville City",43.2,35.4,51.3
"2890","Virginia","Dickenson County",25.4,18.1,33
"2891","Virginia","Dinwiddie County",46.6,36.5,57
"2892","Virginia","Emporia City",43.9,34.2,54
"2893","Virginia","Essex County",47.4,38.6,56.5
"2894","Virginia","Fairfax County, Fairfax City",67.2,61,73.6
"2895","Virginia","Falls Church City",77.4,71.9,83.1
"2896","Virginia","Fauquier County",58,50.7,65.7
"2897","Virginia","Floyd County",41.2,31.2,51.4
"2898","Virginia","Fluvanna County",56.1,49.6,62.9
"2899","Virginia","Franklin County",42.8,33.6,52.2
"2900","Virginia","Frederick County",52.2,44.2,60.5
"2901","Virginia","Fredericksburg City",55.5,48.9,62.4
"2902","Virginia","Galax City",42.2,31.7,53.1
"2903","Virginia","Giles County",38.8,27.2,50.8
"2904","Virginia","Gloucester County",54.1,44.6,64
"2905","Virginia","Goochland County",55.4,47.7,63.5
"2906","Virginia","Grayson County",33.8,24.9,43.1
"2907","Virginia","Greene County",52.9,44.1,62.1
"2908","Virginia","Greensville County",35.4,26.8,44.3
"2909","Virginia","Halifax County",38.8,30.8,47
"2910","Virginia","Hampton City",52.2,43.4,61.3
"2911","Virginia","Hanover County",58.9,51.8,66.4
"2912","Virginia","Harrisonburg City",48.9,41,57.1
"2913","Virginia","Henrico County",61.2,55.4,67.2
"2914","Virginia","Henry County",35.7,26.8,45
"2915","Virginia","Highland County",54.5,44.2,65.2
"2916","Virginia","Hopewell City",45.4,38.2,52.9
"2917","Virginia","Isle of Wight County",53.4,45.3,61.9
"2918","Virginia","James City County",66.1,60.3,72.2
"2919","Virginia","King and Queen County",41.8,32.3,51.7
"2920","Virginia","King George County",52.3,43.4,61.6
"2921","Virginia","King William County",51.7,44.3,59.4
"2922","Virginia","Lancaster County",53.2,45,61.7
"2923","Virginia","Lee County",23.8,16.7,31.2
"2924","Virginia","Lexington City",54.9,46.5,63.6
"2925","Virginia","Loudoun County",64.4,58.1,70.9
"2926","Virginia","Louisa County",49.2,41.2,57.6
"2927","Virginia","Lunenburg County",43.4,34.5,52.7
"2928","Virginia","Lynchburg City",49,43.8,54.5
"2929","Virginia","Madison County",52.2,43.9,60.9
"2930","Virginia","Manassas City",59.7,52.2,67.4
"2931","Virginia","Martinsville City",41.2,32.4,50.4
"2932","Virginia","Mathews County",55.5,46.8,64.5
"2933","Virginia","Mecklenburg County",44.8,35.2,54.8
"2934","Virginia","Middlesex County",56.4,48.2,65
"2935","Virginia","Montgomery County",51.1,42.3,60.3
"2936","Virginia","Nelson County",46.3,37.3,55.6
"2937","Virginia","New Kent County",53,44.4,62
"2938","Virginia","Newport News City",53.7,46.7,60.9
"2939","Virginia","Norfolk City",52.7,46.8,58.8
"2940","Virginia","Northampton County",50,40.3,60.1
"2941","Virginia","Northumberland County",52.6,45.8,59.7
"2942","Virginia","Norton City",36.3,28,44.8
"2943","Virginia","Nottoway County",43.7,34.1,53.7
"2944","Virginia","Orange County",54.3,46.7,62.1
"2945","Virginia","Page County",47,38.3,56.1
"2946","Virginia","Patrick County",36.6,26.8,46.8
"2947","Virginia","Petersburg City",44.7,36.5,53.1
"2948","Virginia","Pittsylvania County",38.3,28.1,48.8
"2949","Virginia","Poquoson City",66.8,60.3,73.6
"2950","Virginia","Portsmouth City",48.4,40.7,56.4
"2951","Virginia","Powhatan County",51.9,45.7,58.3
"2952","Virginia","Prince Edward County",45.6,38.3,53.1
"2953","Virginia","Prince George County",46.3,36.7,56.3
"2954","Virginia","Prince William County, Manassas Park City",57.1,50.7,63.7
"2955","Virginia","Pulaski County",41.1,30.4,52.1
"2956","Virginia","Radford City",50.3,42.9,58
"2957","Virginia","Rappahannock County",53.4,46.1,61
"2958","Virginia","Richmond City",57.2,52.1,62.6
"2959","Virginia","Richmond County",41.1,34.1,48.4
"2960","Virginia","Roanoke City",48,41.7,54.6
"2961","Virginia","Roanoke County",53.9,46,62
"2962","Virginia","Rockbridge County",47.9,39,57
"2963","Virginia","Rockingham County",48.6,39.8,57.6
"2964","Virginia","Russell County",26.5,17.6,35.7
"2965","Virginia","Salem City",51.1,43,59.5
"2966","Virginia","Scott County",30.4,19.6,41.5
"2967","Virginia","Shenandoah County",51.9,43.1,61
"2968","Virginia","Smyth County",33.9,24.8,43.2
"2969","Virginia","Southampton County, Franklin City",44.1,35.9,52.6
"2970","Virginia","Spotsylvania County",56.3,48.2,64.7
"2971","Virginia","Stafford County",59.3,51.4,67.5
"2972","Virginia","Staunton City",55.1,45.7,64.8
"2973","Virginia","Suffolk City",52.9,45.8,60.3
"2974","Virginia","Surry County",41.1,31.3,51.3
"2975","Virginia","Sussex County",40.7,31.3,50.4
"2976","Virginia","Tazewell County",32.4,23.6,41.4
"2977","Virginia","Virginia",55.5,48.5,62.8
"2978","Virginia","Virginia Beach City",63.2,59.6,67
"2979","Virginia","Warren County",52.5,44.4,60.9
"2980","Virginia","Washington County",36.9,27.9,46.1
"2981","Virginia","Westmoreland County",50.2,42.9,57.8
"2982","Virginia","Williamsburg City",63.5,55.5,71.8
"2983","Virginia","Winchester City",58.5,50.6,66.6
"2984","Virginia","Wise County",28.7,20.8,36.9
"2985","Virginia","Wythe County",38.3,27.7,49.2
"2986","Virginia","York County",64.9,56.7,73.3
"2987","Washington","Adams County",40.1,28.1,52.6
"2988","Washington","Asotin County",54.7,49.1,60.5
"2989","Washington","Benton County",54.5,47.9,61.4
"2990","Washington","Chelan County",54.7,47.9,61.8
"2991","Washington","Clallam County",58.7,53.6,64
"2992","Washington","Clark County",59,54.6,63.4
"2993","Washington","Columbia County",54.1,49.2,59.2
"2994","Washington","Cowlitz County",54.7,49.1,60.4
"2995","Washington","Douglas County",57.5,51.6,63.7
"2996","Washington","Ferry County",53.4,49.6,57.3
"2997","Washington","Franklin County",44,34.5,54
"2998","Washington","Garfield County",57.5,52.2,63
"2999","Washington","Grant County",47.7,38.9,56.8
"3000","Washington","Grays Harbor County",55.5,49.8,61.4
"3001","Washington","Island County",64.4,59.6,69.3
"3002","Washington","Jefferson County",66.5,62.7,70.4
"3003","Washington","King County",64.8,60.5,69.2
"3004","Washington","Kitsap County",59.8,54.8,64.9
"3005","Washington","Kittitas County",63.5,58.9,68.3
"3006","Washington","Klickitat County",54.5,48.5,60.6
"3007","Washington","Lewis County",52.7,46.1,59.5
"3008","Washington","Lincoln County",59.2,53.4,65.2
"3009","Washington","Mason County",58.4,53.4,63.7
"3010","Washington","Okanogan County",54,48,60.2
"3011","Washington","Pacific County",57.9,51.6,64.4
"3012","Washington","Pend Oreille County",58.3,54.5,62.4
"3013","Washington","Pierce County",57.4,51.8,63.1
"3014","Washington","San Juan County",72.3,69.3,75.4
"3015","Washington","Skagit County",59.6,54.5,64.9
"3016","Washington","Skamania County",59.8,54.9,64.9
"3017","Washington","Snohomish County",59.5,54.4,64.8
"3018","Washington","Spokane County",60,55.8,64.4
"3019","Washington","Stevens County",56.9,50.5,63.5
"3020","Washington","Thurston County",60.4,55.4,65.5
"3021","Washington","Wahkiakum County",57.8,51.5,64.4
"3022","Washington","Walla Walla County",51.8,45.8,57.9
"3023","Washington","Washington",59.9,54.9,65.2
"3024","Washington","Whatcom County",62.7,58.2,67.4
"3025","Washington","Whitman County",61.5,56.2,67
"3026","Washington","Yakima County",49,40.6,57.6
"3027","West Virginia","Barbour County",31.6,22,41.6
"3028","West Virginia","Berkeley County",43.9,37.2,50.9
"3029","West Virginia","Boone County",24.3,15.8,33
"3030","West Virginia","Braxton County",27.8,18.7,37.3
"3031","West Virginia","Brooke County",40.8,32.8,49.1
"3032","West Virginia","Cabell County",36.9,28,46
"3033","West Virginia","Calhoun County",26.3,17,36
"3034","West Virginia","Clay County",25.3,16.2,34.7
"3035","West Virginia","Doddridge County",29,20.2,38
"3036","West Virginia","Fayette County",30.8,21,40.9
"3037","West Virginia","Gilmer County",33.9,24.8,43.3
"3038","West Virginia","Grant County",36.8,26.6,47.3
"3039","West Virginia","Greenbrier County",36.3,25.6,47.3
"3040","West Virginia","Hampshire County",36.5,27.5,45.8
"3041","West Virginia","Hancock County",39.5,29.6,49.8
"3042","West Virginia","Hardy County",38.2,28.5,48.3
"3043","West Virginia","Harrison County",39.4,28.6,50.6
"3044","West Virginia","Jackson County",31.2,22.7,40
"3045","West Virginia","Jefferson County",49.1,41.9,56.6
"3046","West Virginia","Kanawha County",36.4,27.5,45.6
"3047","West Virginia","Lewis County",35,27,43.3
"3048","West Virginia","Lincoln County",22.6,14,31.6
"3049","West Virginia","Logan County",22.8,14.6,31.3
"3050","West Virginia","Marion County",40,31.3,49.1
"3051","West Virginia","Marshall County",40.9,31.3,50.9
"3052","West Virginia","Mason County",30.2,18.9,42
"3053","West Virginia","McDowell County",19.3,11.6,27.3
"3054","West Virginia","Mercer County",29,19.8,38.4
"3055","West Virginia","Mineral County",40.4,32.6,48.5
"3056","West Virginia","Mingo County",22.7,15.1,30.6
"3057","West Virginia","Monongalia County",46.8,37.9,56.2
"3058","West Virginia","Monroe County",33.3,22,45.1
"3059","West Virginia","Morgan County",41.6,34.4,49.2
"3060","West Virginia","Nicholas County",29.5,20.7,38.6
"3061","West Virginia","Ohio County",49.4,41.2,57.9
"3062","West Virginia","Pendleton County",39.1,28.2,50.5
"3063","West Virginia","Pleasants County",35.7,26.7,45
"3064","West Virginia","Pocahontas County",33.6,23.7,43.8
"3065","West Virginia","Preston County",36.4,25.8,47.4
"3066","West Virginia","Putnam County",37.2,27.9,46.7
"3067","West Virginia","Raleigh County",28.5,21.6,35.6
"3068","West Virginia","Randolph County",36.2,25.9,46.8
"3069","West Virginia","Ritchie County",30.8,20.7,41.3
"3070","West Virginia","Roane County",28.7,19.1,38.6
"3071","West Virginia","Summers County",28.4,20.5,36.7
"3072","West Virginia","Taylor County",38,29.6,46.7
"3073","West Virginia","Tucker County",37,25.4,49
"3074","West Virginia","Tyler County",30.6,20.7,40.9
"3075","West Virginia","Upshur County",31.3,20.7,42.2
"3076","West Virginia","Wayne County",27.9,18.5,37.6
"3077","West Virginia","Webster County",24.5,15.1,34.2
"3078","West Virginia","West Virginia",35.7,26.9,44.8
"3079","West Virginia","Wetzel County",34.7,25.2,44.6
"3080","West Virginia","Wirt County",29.7,19.5,40.4
"3081","West Virginia","Wood County",37.5,30,45.3
"3082","West Virginia","Wyoming County",23.5,15.2,32.2
"3083","Wisconsin","Adams County",62.3,58.8,65.9
"3084","Wisconsin","Ashland County",67.5,61.1,74.2
"3085","Wisconsin","Barron County",65.8,59.6,72.2
"3086","Wisconsin","Bayfield County",70.5,64.4,76.8
"3087","Wisconsin","Brown County",73.3,68.8,78.1
"3088","Wisconsin","Buffalo County",67.8,62,73.7
"3089","Wisconsin","Burnett County",66.2,60.3,72.4
"3090","Wisconsin","Calumet County",73.6,68.2,79.3
"3091","Wisconsin","Chippewa County",71.2,65.5,77.1
"3092","Wisconsin","Clark County",63.8,57.2,70.6
"3093","Wisconsin","Columbia County",68.7,63.9,73.7
"3094","Wisconsin","Crawford County",66.8,61.9,71.8
"3095","Wisconsin","Dane County",73.1,67.6,78.9
"3096","Wisconsin","Dodge County",67.3,61.8,73.1
"3097","Wisconsin","Door County",71.2,67.9,74.7
"3098","Wisconsin","Douglas County",71.5,65.1,78.1
"3099","Wisconsin","Dunn County",66.5,59.5,73.7
"3100","Wisconsin","Eau Claire County",69.8,64.1,75.7
"3101","Wisconsin","Florence County",68.8,64,73.8
"3102","Wisconsin","Fond du Lac County",71.6,66,77.3
"3103","Wisconsin","Forest County",65.6,59.6,71.8
"3104","Wisconsin","Grant County",69.7,62.5,77.1
"3105","Wisconsin","Green County",67.7,60.9,74.7
"3106","Wisconsin","Green Lake County",68.1,63.1,73.2
"3107","Wisconsin","Iowa County",69.4,63.5,75.5
"3108","Wisconsin","Iron County",72.3,67.6,77.1
"3109","Wisconsin","Jackson County",63.1,57.5,68.9
"3110","Wisconsin","Jefferson County",68.4,61.7,75.4
"3111","Wisconsin","Juneau County",64.9,59.5,70.6
"3112","Wisconsin","Kenosha County",66.3,60.2,72.7
"3113","Wisconsin","Kewaunee County",72.3,67,77.7
"3114","Wisconsin","La Crosse County",72.1,66.7,77.8
"3115","Wisconsin","Lafayette County",66.4,59.9,73.2
"3116","Wisconsin","Langlade County",67.8,63.9,71.9
"3117","Wisconsin","Lincoln County",68.2,62.9,73.8
"3118","Wisconsin","Manitowoc County",71.6,66.1,77.2
"3119","Wisconsin","Marathon County",71.5,67,76.1
"3120","Wisconsin","Marinette County",69.1,63.9,74.4
"3121","Wisconsin","Marquette County",64,57.8,70.3
"3122","Wisconsin","Menominee County",54.4,47.3,61.7
"3123","Wisconsin","Milwaukee County",64.5,57.3,72.1
"3124","Wisconsin","Monroe County",65.4,59.4,71.7
"3125","Wisconsin","Oconto County",68.8,64.7,73
"3126","Wisconsin","Oneida County",72.5,70.4,74.6
"3127","Wisconsin","Outagamie County",72.7,68.1,77.4
"3128","Wisconsin","Ozaukee County",75.8,71.9,80
"3129","Wisconsin","Pepin County",71.7,66,77.6
"3130","Wisconsin","Pierce County",70.7,64.4,77.1
"3131","Wisconsin","Polk County",66.7,59.9,73.8
"3132","Wisconsin","Portage County",75.2,71.4,79.1
"3133","Wisconsin","Price County",67.4,61.6,73.4
"3134","Wisconsin","Racine County",67.4,61.2,73.9
"3135","Wisconsin","Richland County",62.7,55.8,69.9
"3136","Wisconsin","Rock County",64.8,58.1,71.7
"3137","Wisconsin","Rusk County",62.9,55,71.1
"3138","Wisconsin","Sauk County",67.2,61.1,73.4
"3139","Wisconsin","Sawyer County",66.8,60.1,73.8
"3140","Wisconsin","Shawano County",64.3,60.2,68.6
"3141","Wisconsin","Sheboygan County",69.3,64.6,74.2
"3142","Wisconsin","St. Croix County",71.9,66.3,77.8
"3143","Wisconsin","Taylor County",68.1,61.5,74.9
"3144","Wisconsin","Trempealeau County",67.6,61.6,73.9
"3145","Wisconsin","Vernon County",62.2,57.4,67.1
"3146","Wisconsin","Vilas County",70.7,65.3,76.4
"3147","Wisconsin","Walworth County",68.4,62.9,74.2
"3148","Wisconsin","Washburn County",68.6,62.2,75.2
"3149","Wisconsin","Washington County",73.3,69.1,77.6
"3150","Wisconsin","Waukesha County",75.7,70.1,81.5
"3151","Wisconsin","Waupaca County",67,61.7,72.5
"3152","Wisconsin","Waushara County",67.8,63.6,72.2
"3153","Wisconsin","Winnebago County",71.2,66.8,75.7
"3154","Wisconsin","Wisconsin",69.5,63.8,75.4
"3155","Wisconsin","Wood County",70.2,64.1,76.6
"3156","Wyoming","Albany County",64.3,59,69.7
"3157","Wyoming","Big Horn County",46.8,36.5,57.5
"3158","Wyoming","Campbell County",59.8,53,66.8
"3159","Wyoming","Carbon County",58.9,51.9,66.1
"3160","Wyoming","Converse County",62.4,52.7,72.4
"3161","Wyoming","Crook County",66.6,56.9,76.6
"3162","Wyoming","Fremont County",57.3,50.1,64.7
"3163","Wyoming","Goshen County",59,49.7,68.6
"3164","Wyoming","Hot Springs County",58.6,51.4,66.1
"3165","Wyoming","Johnson County",67.5,59.8,75.4
"3166","Wyoming","Laramie County",58.8,51.9,65.8
"3167","Wyoming","Lincoln County",41.2,32.1,50.6
"3168","Wyoming","Natrona County",60.2,53.3,67.5
"3169","Wyoming","Niobrara County",57,49.1,65.2
"3170","Wyoming","Park County",60.2,53.4,67.1
"3171","Wyoming","Platte County",62.4,53.5,71.7
"3172","Wyoming","Sheridan County",61.6,55.1,68.3
"3173","Wyoming","Sublette County",63.7,56.7,70.9
"3174","Wyoming","Sweetwater County",56.7,47.7,66
"3175","Wyoming","Teton County",76.9,73.3,80.6
"3176","Wyoming","Uinta County",41.4,34.9,48.1
"3177","Wyoming","Washakie County",57.3,49.2,65.8
"3178","Wyoming","Weston County",62.5,55.4,69.8
"3179","Wyoming","Wyoming",59.2,52,66.6
