"","state","location","both_sexes_2008","females_2008","males_2008"
"2210","Oklahoma","Nowata County",43.9,37.7,50.4
"2211","Oklahoma","Okfuskee County",38,29.9,46.4
"2212","Oklahoma","Oklahoma",47.3,40,54.9
"2213","Oklahoma","Oklahoma County",52.5,44.8,60.4
"2214","Oklahoma","Okmulgee County",39.3,31.8,47
"2215","Oklahoma","Osage County",47.6,40.5,55
"2216","Oklahoma","Ottawa County",41,32.4,49.8
"2217","Oklahoma","Pawnee County",40.6,32.8,48.7
"2218","Oklahoma","Payne County",50.7,43.5,58.1
"2219","Oklahoma","Pittsburg County",39.3,30.8,48.2
"2220","Oklahoma","Pontotoc County",41.3,33.5,49.3
"2221","Oklahoma","Pottawatomie County",41,34.3,48
"2222","Oklahoma","Pushmataha County",33.9,24.7,43.5
"2223","Oklahoma","Roger Mills County",38.3,27.2,49.7
"2224","Oklahoma","Rogers County",47.8,41.7,54.2
"2225","Oklahoma","Seminole County",38.2,29.3,47.4
"2226","Oklahoma","Sequoyah County",40,32,48.2
"2227","Oklahoma","Stephens County",41.4,31.5,51.8
"2228","Oklahoma","Texas County",46.3,34.9,58.1
"2229","Oklahoma","Tillman County",34.6,25.3,44.3
"2230","Oklahoma","Tulsa County",53,47.6,58.7
"2231","Oklahoma","Wagoner County",49.4,44,55.1
"2232","Oklahoma","Washington County",45.9,40.1,52
"2233","Oklahoma","Washita County",38.1,28.5,48.1
"2234","Oklahoma","Woods County",52.7,43.8,62
"2235","Oklahoma","Woodward County",47.9,37.9,58.2
"2236","Oregon","Baker County",54.8,47.8,62.1
"2237","Oregon","Benton County",65.3,61,69.8
"2238","Oregon","Clackamas County",61.8,57.1,66.7
"2239","Oregon","Clatsop County",62.8,57.7,68.2
"2240","Oregon","Columbia County",58.4,52.2,64.8
"2241","Oregon","Coos County",54.8,47.6,62.3
"2242","Oregon","Crook County",56.8,50.5,63.3
"2243","Oregon","Curry County",60,54.4,65.8
"2244","Oregon","Deschutes County",65.1,59.5,70.8
"2245","Oregon","Douglas County",54.2,49.4,59.3
"2246","Oregon","Gilliam County",65.8,61.4,70.4
"2247","Oregon","Grant County",56.8,49.3,64.6
"2248","Oregon","Harney County",53.5,45.2,62
"2249","Oregon","Hood River County",57.1,49.4,65.1
"2250","Oregon","Jackson County",57.6,52.5,63
"2251","Oregon","Jefferson County",50.2,42.7,58
"2252","Oregon","Josephine County",54.9,49.4,60.7
"2253","Oregon","Klamath County",56.3,49.1,63.7
"2254","Oregon","Lake County",58.2,51.8,64.8
"2255","Oregon","Lane County",60.3,54.7,66
"2256","Oregon","Lincoln County",60.1,54.3,66.2
"2257","Oregon","Linn County",55.2,49.5,61.1
"2258","Oregon","Malheur County",42.3,32.3,52.7
"2259","Oregon","Marion County",54.7,48.2,61.5
"2260","Oregon","Morrow County",50.9,42.2,59.9
"2261","Oregon","Multnomah County",63.9,59.6,68.3
"2262","Oregon","Oregon",59.7,54.3,65.2
"2263","Oregon","Polk County",56.9,52.1,61.9
"2264","Oregon","Sherman County",61.8,57.1,66.6
"2265","Oregon","Tillamook County",58.3,53.2,63.6
"2266","Oregon","Umatilla County",50.9,43.2,58.9
"2267","Oregon","Union County",54,48,60.3
"2268","Oregon","Wallowa County",58.5,53.1,64.1
"2269","Oregon","Wasco County",55.2,48.2,62.5
"2270","Oregon","Washington County",61.3,56,66.8
"2271","Oregon","Wheeler County",58.5,55.4,61.8
"2272","Oregon","Yamhill County",55.2,48.2,62.4
"2273","Pennsylvania","Adams County",54.8,47,62.9
"2274","Pennsylvania","Allegheny County",65.6,58.8,72.7
"2275","Pennsylvania","Armstrong County",54,44.5,63.9
"2276","Pennsylvania","Beaver County",58.4,49.8,67.3
"2277","Pennsylvania","Bedford County",47,38.2,56
"2278","Pennsylvania","Berks County",57.9,51.2,64.9
"2279","Pennsylvania","Blair County",54.2,46,62.6
"2280","Pennsylvania","Bradford County",54.4,45.8,63.4
"2281","Pennsylvania","Bucks County",66.3,60.8,71.9
"2282","Pennsylvania","Butler County",60.3,52.7,68.2
"2283","Pennsylvania","Cambria County",58,49.6,66.7
"2284","Pennsylvania","Cameron County",52.5,43.9,61.3
"2285","Pennsylvania","Carbon County",59.9,51.5,68.5
"2286","Pennsylvania","Centre County",61.6,53.9,69.6
"2287","Pennsylvania","Chester County",67.6,61.6,73.8
"2288","Pennsylvania","Clarion County",54.3,45.3,63.7
"2289","Pennsylvania","Clearfield County",53.3,44.9,61.9
"2290","Pennsylvania","Clinton County",55,46.8,63.5
"2291","Pennsylvania","Columbia County",56.4,47,66.3
"2292","Pennsylvania","Crawford County",55,47.1,63.2
"2293","Pennsylvania","Cumberland County",60.4,54.4,66.6
"2294","Pennsylvania","Dauphin County",57.8,50.9,65
"2295","Pennsylvania","Delaware County",65,59.5,70.7
"2296","Pennsylvania","Elk County",62.2,53.2,71.6
"2297","Pennsylvania","Erie County",61.2,55.3,67.4
"2298","Pennsylvania","Fayette County",51.7,41.8,62.1
"2299","Pennsylvania","Forest County",52.6,45.1,60.4
"2300","Pennsylvania","Franklin County",52.1,44.1,60.3
"2301","Pennsylvania","Fulton County",49.6,40.3,59.4
"2302","Pennsylvania","Greene County",51.7,41.8,61.9
"2303","Pennsylvania","Huntingdon County",50.6,42.3,59.3
"2304","Pennsylvania","Indiana County",54.6,45.2,64.4
"2305","Pennsylvania","Jefferson County",53.3,43.8,63.1
"2306","Pennsylvania","Juniata County",47.7,38.2,57.6
"2307","Pennsylvania","Lackawanna County",62.9,56,70
"2308","Pennsylvania","Lancaster County",53,47.1,59.2
"2309","Pennsylvania","Lawrence County",54,43.4,64.9
"2310","Pennsylvania","Lebanon County",55.7,48.5,63.1
"2311","Pennsylvania","Lehigh County",59.5,52.1,67.2
"2312","Pennsylvania","Luzerne County",61.4,54.4,68.7
"2313","Pennsylvania","Lycoming County",56.4,47.8,65.3
"2314","Pennsylvania","McKean County",54.9,46.6,63.5
"2315","Pennsylvania","Mercer County",55.3,47.2,63.7
"2316","Pennsylvania","Mifflin County",45.5,37.3,54
"2317","Pennsylvania","Monroe County",59.2,52.3,66.5
"2318","Pennsylvania","Montgomery County",66.4,60.5,72.6
"2319","Pennsylvania","Montour County",59.6,50.6,68.9
"2320","Pennsylvania","Northampton County",61.5,54.4,68.8
"2321","Pennsylvania","Northumberland County",53.7,45.1,62.6
"2322","Pennsylvania","Pennsylvania",59.6,52.5,67
"2323","Pennsylvania","Perry County",53,43.4,62.9
"2324","Pennsylvania","Philadelphia County",54.6,48.1,61.4
"2325","Pennsylvania","Pike County",64,59.2,69.1
"2326","Pennsylvania","Potter County",52.9,43.3,62.8
"2327","Pennsylvania","Schuylkill County",56.9,48.6,65.5
"2328","Pennsylvania","Snyder County",52.2,43.3,61.4
"2329","Pennsylvania","Somerset County",49.5,41.3,58
"2330","Pennsylvania","Sullivan County",57.5,48.8,66.6
"2331","Pennsylvania","Susquehanna County",58.3,50.3,66.7
"2332","Pennsylvania","Tioga County",55.6,47.4,64
"2333","Pennsylvania","Union County",54.2,47.6,61.1
"2334","Pennsylvania","Venango County",54.5,45.7,63.6
"2335","Pennsylvania","Warren County",58.1,50.2,66.2
"2336","Pennsylvania","Washington County",59.7,50.7,69
"2337","Pennsylvania","Wayne County",60.3,52.5,68.3
"2338","Pennsylvania","Westmoreland County",60.3,50.6,70.4
"2339","Pennsylvania","Wyoming County",58.8,50.9,66.9
"2340","Pennsylvania","York County",56.2,48.2,64.5
"2341","Rhode Island","Bristol County",71.7,66.4,77.2
"2342","Rhode Island","Kent County",67.6,63,72.4
"2343","Rhode Island","Newport County",72.1,67.7,76.6
"2344","Rhode Island","Providence County",61.2,55.7,67
"2345","Rhode Island","Rhode Island",64.9,59.8,70.1
"2346","Rhode Island","Washington County",71.6,67.9,75.4
"2347","South Carolina","Abbeville County",40.5,31.9,49.5
"2348","South Carolina","Aiken County",49.4,41.1,57.9
"2349","South Carolina","Allendale County",37.1,27.9,46.7
"2350","South Carolina","Anderson County",42.2,33.5,51.3
"2351","South Carolina","Bamberg County",39.3,30.3,48.5
"2352","South Carolina","Barnwell County",35.4,26,45.1
"2353","South Carolina","Beaufort County",65.8,59.9,71.9
"2354","South Carolina","Berkeley County",49.1,39.1,59.5
"2355","South Carolina","Calhoun County",44.3,33.3,55.7
"2356","South Carolina","Charleston County",62.3,55.1,69.7
"2357","South Carolina","Cherokee County",35.2,26.3,44.3
"2358","South Carolina","Chester County",37.5,27.2,48.1
"2359","South Carolina","Chesterfield County",35.4,27.8,43.3
"2360","South Carolina","Clarendon County",36.9,26.6,47.6
"2361","South Carolina","Colleton County",43.8,34.6,53.3
"2362","South Carolina","Darlington County",37,27.8,46.5
"2363","South Carolina","Dillon County",32.7,23,42.7
"2364","South Carolina","Dorchester County",55.8,47.1,64.8
"2365","South Carolina","Edgefield County",42.7,34.5,51.3
"2366","South Carolina","Fairfield County",38.9,26.6,51.7
"2367","South Carolina","Florence County",41.9,32.9,51.3
"2368","South Carolina","Georgetown County",50.8,41.7,60.3
"2369","South Carolina","Greenville County",49.9,41.2,59
"2370","South Carolina","Greenwood County",45.3,37.2,53.6
"2371","South Carolina","Hampton County",36.7,26.2,47.6
"2372","South Carolina","Horry County",56.1,49.9,62.4
"2373","South Carolina","Jasper County",42.4,34.5,50.7
"2374","South Carolina","Kershaw County",44,33.8,54.6
"2375","South Carolina","Lancaster County",40.6,31.2,50.4
"2376","South Carolina","Laurens County",40.6,31.9,49.6
"2377","South Carolina","Lee County",34.4,24.6,44.6
"2378","South Carolina","Lexington County",54.2,44.1,64.6
"2379","South Carolina","Marion County",36.7,27.8,45.9
"2380","South Carolina","Marlboro County",34.9,26.2,43.9
"2381","South Carolina","McCormick County",42.3,33.5,51.3
"2382","South Carolina","Newberry County",49.3,37.6,61.5
"2383","South Carolina","Oconee County",43.5,35.6,51.7
"2384","South Carolina","Orangeburg County",40.3,29.7,51.2
"2385","South Carolina","Pickens County",43.6,34.3,53.3
"2386","South Carolina","Richland County",55.1,45.7,64.9
"2387","South Carolina","Saluda County",42.2,31.7,53.1
"2388","South Carolina","South Carolina",49.1,40.4,58.1
"2389","South Carolina","Spartanburg County",46.4,38.4,54.7
"2390","South Carolina","Sumter County",41.7,31.5,52.3
"2391","South Carolina","Union County",36.5,26.1,47.2
"2392","South Carolina","Williamsburg County",35.1,25,45.6
"2393","South Carolina","York County",52.1,43,61.6
"2394","South Dakota","Aurora County",60.7,51.3,70.5
"2395","South Dakota","Beadle County",58.4,49.4,67.7
"2396","South Dakota","Bennett County",44,35.7,52.6
"2397","South Dakota","Bon Homme County",60.2,52.2,68.6
"2398","South Dakota","Brookings County",61.6,54.1,69.3
"2399","South Dakota","Brown County",64.5,57.6,71.7
"2400","South Dakota","Brule County",60.4,49.8,71.5
"2401","South Dakota","Buffalo County",32.9,23.8,42.2
"2402","South Dakota","Butte County",58,52,64.2
"2403","South Dakota","Campbell County",62.3,53,71.9
"2404","South Dakota","Charles Mix County",52.3,41,64.1
"2405","South Dakota","Clark County",58.6,47.8,69.7
"2406","South Dakota","Clay County",61.7,55.5,68.2
"2407","South Dakota","Codington County",64.9,57.9,72.1
"2408","South Dakota","Corson County",40.8,32.4,49.4
"2409","South Dakota","Custer County",58.9,50.7,67.4
"2410","South Dakota","Davison County",62.4,54,71.2
"2411","South Dakota","Day County",59.3,48.8,70.3
"2412","South Dakota","Deuel County",60.6,51.1,70.5
"2413","South Dakota","Dewey County",37.6,30.7,44.8
"2414","South Dakota","Douglas County",52.9,42.2,63.9
"2415","South Dakota","Edmunds County",63.3,54.6,72.3
"2416","South Dakota","Fall River County",56.4,49.9,63.1
"2417","South Dakota","Faulk County",61.9,51.7,72.5
"2418","South Dakota","Grant County",65.3,56.9,74.1
"2419","South Dakota","Gregory County",56.9,46.3,67.8
"2420","South Dakota","Haakon County",65.7,57.8,74
"2421","South Dakota","Hamlin County",61.2,51.7,71
"2422","South Dakota","Hand County",65.1,57.1,73.4
"2423","South Dakota","Hanson County",59.9,51.3,68.9
"2424","South Dakota","Harding County",67.9,60.3,75.9
"2425","South Dakota","Hughes County",65,58.8,71.5
"2426","South Dakota","Hutchinson County",60.1,51.6,69
"2427","South Dakota","Hyde County",60,48.4,72.1
"2428","South Dakota","Jackson County",48.2,38.8,57.9
"2429","South Dakota","Jerauld County",58.8,50.1,67.8
"2430","South Dakota","Jones County",56.3,46.9,66.1
"2431","South Dakota","Kingsbury County",62.5,50.5,74.8
"2432","South Dakota","Lake County",63.2,54.8,71.8
"2433","South Dakota","Lawrence County",65.6,59.3,72.1
"2434","South Dakota","Lincoln County",64.7,56.9,72.8
"2435","South Dakota","Lyman County",53.7,41.7,66.1
"2436","South Dakota","Marshall County",58.6,49.8,67.7
"2437","South Dakota","McCook County",59.6,50.1,69.4
"2438","South Dakota","McPherson County",58,48.4,68
"2439","South Dakota","Meade County",61.7,54.7,69
"2440","South Dakota","Mellette County",41.7,31.5,52.3
"2441","South Dakota","Miner County",63.2,53.4,73.5
"2442","South Dakota","Minnehaha County",63.1,56.6,69.9
"2443","South Dakota","Moody County",60.9,52.5,69.7
"2444","South Dakota","Pennington County",60.1,54,66.4
"2445","South Dakota","Perkins County",58.7,48.1,69.6
"2446","South Dakota","Potter County",60.3,51,69.9
"2447","South Dakota","Roberts County",51.9,41.6,62.6
"2448","South Dakota","Sanborn County",64.3,55,74
"2449","South Dakota","Shannon County",31.6,24.2,39.4
"2450","South Dakota","South Dakota",60.8,53.3,68.5
"2451","South Dakota","Spink County",61.3,52.5,70.5
"2452","South Dakota","Stanley County",69.3,63.1,75.6
"2453","South Dakota","Sully County",65.2,57.4,73.2
"2454","South Dakota","Todd County",36.1,27.4,45
"2455","South Dakota","Tripp County",61.7,55.2,68.5
"2456","South Dakota","Turner County",60.9,51.9,70.2
"2457","South Dakota","Union County",63.6,55.8,71.8
"2458","South Dakota","Walworth County",64.1,56.9,71.6
"2459","South Dakota","Yankton County",64.5,57.8,71.4
"2460","South Dakota","Ziebach County",33.4,26.3,40.8
"2461","Tennessee","Anderson County",35.4,28,43
"2462","Tennessee","Bedford County",32.2,22.5,42.3
"2463","Tennessee","Benton County",29.3,21.4,37.4
"2464","Tennessee","Bledsoe County",27.2,19.8,34.9
"2465","Tennessee","Blount County",36.8,29.9,43.9
"2466","Tennessee","Bradley County",31,24.1,38.2
"2467","Tennessee","Campbell County",27,20,34.3
"2468","Tennessee","Cannon County",28.4,20.8,36.3
"2469","Tennessee","Carroll County",27.9,19.6,36.5
"2470","Tennessee","Carter County",27.1,19.8,34.7
"2471","Tennessee","Cheatham County",36.6,28.3,45.1
"2472","Tennessee","Chester County",29.8,22,37.8
"2473","Tennessee","Claiborne County",24.1,16.7,31.8
"2474","Tennessee","Clay County",29.6,21.7,37.9
"2475","Tennessee","Cocke County",26.4,19.6,33.5
"2476","Tennessee","Coffee County",36.2,28,44.8
"2477","Tennessee","Crockett County",27.8,18.6,37.5
"2478","Tennessee","Cumberland County",36,29.1,43.2
"2479","Tennessee","Davidson County",46.6,39.3,54.3
"2480","Tennessee","Decatur County",27.1,18.6,36
"2481","Tennessee","DeKalb County",29.1,20.9,37.6
"2482","Tennessee","Dickson County",33.8,26.6,41.2
"2483","Tennessee","Dyer County",33.1,25.5,41
"2484","Tennessee","Fayette County",36.1,27.7,44.9
"2485","Tennessee","Fentress County",26.4,17.8,35.3
"2486","Tennessee","Franklin County",33.4,24.7,42.4
"2487","Tennessee","Gibson County",30.5,22.4,39
"2488","Tennessee","Giles County",31.2,22.9,39.9
"2489","Tennessee","Grainger County",22.3,14.4,30.5
"2490","Tennessee","Greene County",29.2,19.6,39.2
"2491","Tennessee","Grundy County",26.3,17.3,35.6
"2492","Tennessee","Hamblen County",30.4,21.6,39.5
"2493","Tennessee","Hamilton County",41.4,36,47
"2494","Tennessee","Hancock County",16.5,9.8,23.4
"2495","Tennessee","Hardeman County",27.6,18.9,36.7
"2496","Tennessee","Hardin County",30.5,21.8,39.5
"2497","Tennessee","Hawkins County",26.2,18.3,34.3
"2498","Tennessee","Haywood County",32.3,24.3,40.6
"2499","Tennessee","Henderson County",27.3,19.7,35.2
"2500","Tennessee","Henry County",35.4,28,43
"2501","Tennessee","Hickman County",27.5,19.4,35.9
"2502","Tennessee","Houston County",29.5,21.3,38.1
"2503","Tennessee","Humphreys County",32.3,24.1,40.9
"2504","Tennessee","Jackson County",27,18.5,35.9
"2505","Tennessee","Jefferson County",30.2,22.8,37.8
"2506","Tennessee","Johnson County",23.4,14.6,32.5
"2507","Tennessee","Knox County",42.5,35.5,49.8
"2508","Tennessee","Lake County",24.1,15.3,33.3
"2509","Tennessee","Lauderdale County",30.3,22.1,38.8
"2510","Tennessee","Lawrence County",27.8,19.5,36.3
"2511","Tennessee","Lewis County",28.5,21,36.3
"2512","Tennessee","Lincoln County",30.1,20.9,39.6
"2513","Tennessee","Loudon County",36.6,30.6,42.9
"2514","Tennessee","Macon County",27.9,20.7,35.4
"2515","Tennessee","Madison County",37.2,30,44.7
"2516","Tennessee","Marion County",31.3,23.1,39.7
"2517","Tennessee","Marshall County",30.7,23,38.8
"2518","Tennessee","Maury County",38.1,31.1,45.4
"2519","Tennessee","McMinn County",27.7,21,34.6
"2520","Tennessee","McNairy County",26.6,18.3,35.3
"2521","Tennessee","Meigs County",24.4,17.1,32
"2522","Tennessee","Monroe County",25.9,18.5,33.6
"2523","Tennessee","Montgomery County",42.3,36.4,48.5
"2524","Tennessee","Moore County",32.1,23.4,41.1
"2525","Tennessee","Morgan County",25.4,18.2,32.8
"2526","Tennessee","Obion County",29.7,22.2,37.5
"2527","Tennessee","Overton County",28.9,20,38.1
"2528","Tennessee","Perry County",25.6,16.4,35.2
"2529","Tennessee","Pickett County",26.6,19.5,34
"2530","Tennessee","Polk County",25.7,18.6,33.1
"2531","Tennessee","Putnam County",33.8,26.8,41.1
"2532","Tennessee","Rhea County",28.9,21.7,36.3
"2533","Tennessee","Roane County",31.7,24.7,39
"2534","Tennessee","Robertson County",35.7,28.2,43.5
"2535","Tennessee","Rutherford County",41.8,34.6,49.3
"2536","Tennessee","Scott County",26.4,20.1,33
"2537","Tennessee","Sequatchie County",30,23,37.3
"2538","Tennessee","Sevier County",32.9,26.3,39.8
"2539","Tennessee","Shelby County",45.4,38.3,52.9
"2540","Tennessee","Smith County",32,23.9,40.3
"2541","Tennessee","Stewart County",30.5,21.9,39.4
"2542","Tennessee","Sullivan County",34.7,26.5,43.2
"2543","Tennessee","Sumner County",39.5,33.5,45.7
"2544","Tennessee","Tennessee",38,30.8,45.4
"2545","Tennessee","Tipton County",35.3,27.3,43.7
"2546","Tennessee","Trousdale County",32.7,23.8,42
"2547","Tennessee","Unicoi County",26.6,17.8,35.8
"2548","Tennessee","Union County",25.3,17.6,33.2
"2549","Tennessee","Van Buren County",29.3,21.9,37
"2550","Tennessee","Warren County",27.1,19.6,34.9
"2551","Tennessee","Washington County",37,29.6,44.6
"2552","Tennessee","Wayne County",26.6,18,35.4
"2553","Tennessee","Weakley County",29.7,23,36.6
"2554","Tennessee","White County",27.4,19.7,35.4
"2555","Tennessee","Williamson County",52,45.5,58.8
"2556","Tennessee","Wilson County",40.2,33.4,47.1
"2557","Texas","Anderson County",44.9,37.3,52.8
"2558","Texas","Andrews County",43,33.3,53.2
"2559","Texas","Angelina County",42.6,34.8,50.7
"2560","Texas","Aransas County",56.2,48.2,64.5
"2561","Texas","Archer County",44.4,35.1,54.2
"2562","Texas","Armstrong County",43.9,34.5,53.6
"2563","Texas","Atascosa County",48,36.6,59.9
"2564","Texas","Austin County",55.8,46.7,65.3
"2565","Texas","Bailey County",41.7,31.5,52.2
"2566","Texas","Bandera County",55.1,45.4,65.2
"2567","Texas","Bastrop County",53.2,44.1,62.7
"2568","Texas","Baylor County",40.9,30,52.2
"2569","Texas","Bee County",49.5,38.9,60.5
"2570","Texas","Bell County",52.8,43.6,62.3
"2571","Texas","Bexar County",57.1,49.5,65
"2572","Texas","Blanco County",55.5,45.8,65.5
"2573","Texas","Borden County",36.1,24.2,48.3
"2574","Texas","Bosque County",51.6,42.3,61.3
"2575","Texas","Bowie County",43,34.6,51.7
"2576","Texas","Brazoria County",53,44,62.3
"2577","Texas","Brazos County",53.5,45.3,62.1
"2578","Texas","Brewster County",56.2,47.1,65.6
"2579","Texas","Briscoe County",40.8,30,52
"2580","Texas","Brooks County",44.1,32.6,56
"2581","Texas","Brown County",43.1,33.2,53.3
"2582","Texas","Burleson County",48.2,37.5,59.3
"2583","Texas","Burnet County",52.6,43.1,62.4
"2584","Texas","Caldwell County",50.8,41.3,60.6
"2585","Texas","Calhoun County",48.4,37.1,60
"2586","Texas","Callahan County",44.6,35.7,53.8
"2587","Texas","Cameron County",46.3,33.2,59.9
"2588","Texas","Camp County",44,34.2,54.2
"2589","Texas","Carson County",44.9,34.7,55.6
"2590","Texas","Cass County",38.7,29.3,48.4
"2591","Texas","Castro County",45.6,34.4,57.3
"2592","Texas","Chambers County",53.6,45.6,61.9
"2593","Texas","Cherokee County",41.4,33.1,50
"2594","Texas","Childress County",47.2,40,54.7
"2595","Texas","Clay County",42.6,33.8,51.8
"2596","Texas","Cochran County",32.8,21.7,44.3
"2597","Texas","Coke County",39.4,28,51.2
"2598","Texas","Coleman County",46.8,36.6,57.4
"2599","Texas","Collin County",61.3,56,66.8
"2600","Texas","Collingsworth County",30.9,20.2,42
"2601","Texas","Colorado County",54.5,45.6,63.8
"2602","Texas","Comal County",60.4,51.7,69.5
"2603","Texas","Comanche County",42.4,32.5,52.7
"2604","Texas","Concho County",41.5,32.9,50.5
"2605","Texas","Cooke County",50.7,41.4,60.3
"2606","Texas","Coryell County",49.6,39.8,59.7
"2607","Texas","Cottle County",38.8,27.9,50.2
"2608","Texas","Crane County",45.7,38,53.7
"2609","Texas","Crockett County",49.4,39.8,59.4
"2610","Texas","Crosby County",36.6,25.1,48.4
"2611","Texas","Culberson County",38.1,24.9,51.8
"2612","Texas","Dallam County",44.6,34,55.7
"2613","Texas","Dallas County",53.8,45.9,62.1
"2614","Texas","Dawson County",38.5,28.3,49.2
"2615","Texas","Deaf Smith County",44.2,33.2,55.6
"2616","Texas","Delta County",38.8,29.6,48.3
"2617","Texas","Denton County",58.1,51.1,65.2
"2618","Texas","DeWitt County",52.4,43,62.1
"2619","Texas","Dickens County",35.4,26.6,44.4
"2620","Texas","Dimmit County",45.2,32.6,58.2
"2621","Texas","Donley County",41.6,31.3,52.3
"2622","Texas","Duval County",42.9,30.8,55.5
"2623","Texas","Eastland County",40.3,30.2,50.8
"2624","Texas","Ector County",44.5,34.5,54.9
"2625","Texas","Edwards County",42.7,31.1,54.8
"2626","Texas","El Paso County",49.6,39,60.7
"2627","Texas","Ellis County",50.6,42.8,58.7
"2628","Texas","Erath County",47,38.4,55.9
"2629","Texas","Falls County",44.6,33.8,55.7
"2630","Texas","Fannin County",41.8,32.9,51
"2631","Texas","Fayette County",58.7,50.1,67.7
"2632","Texas","Fisher County",36.6,25.8,47.8
"2633","Texas","Floyd County",42.4,32.7,52.4
"2634","Texas","Foard County",34.3,23.8,45.2
"2635","Texas","Fort Bend County",58.4,50.4,66.7
"2636","Texas","Franklin County",47.8,39.4,56.4
"2637","Texas","Freestone County",46.5,37.8,55.6
"2638","Texas","Frio County",46.2,33.6,59.2
"2639","Texas","Gaines County",35.8,24,47.9
"2640","Texas","Galveston County",58.6,50,67.4
"2641","Texas","Garza County",44.4,34.6,54.6
"2642","Texas","Gillespie County",64.5,57.7,71.6
"2643","Texas","Glasscock County",49.6,40.1,59.4
"2644","Texas","Goliad County",55.9,47,65.1
"2645","Texas","Gonzales County",45.7,33.2,58.6
"2646","Texas","Gray County",41.2,32.2,50.5
"2647","Texas","Grayson County",48.7,40.5,57.2
"2648","Texas","Gregg County",48.2,40.8,55.8
"2649","Texas","Grimes County",48.8,39,58.9
"2650","Texas","Guadalupe County",56.2,47.2,65.5
"2651","Texas","Hale County",38.7,27.3,50.6
"2652","Texas","Hall County",37.6,25.9,49.8
"2653","Texas","Hamilton County",48.1,39.1,57.4
"2654","Texas","Hansford County",47.9,38.4,57.7
"2655","Texas","Hardeman County",36.8,26,48.1
"2656","Texas","Hardin County",45.6,37.5,53.9
"2657","Texas","Harris County",55.3,46.8,64.2
"2658","Texas","Harrison County",43.7,35.1,52.6
"2659","Texas","Hartley County",45.3,37.2,53.7
"2660","Texas","Haskell County",35.6,24.5,47.1
"2661","Texas","Hays County",61.1,53,69.6
"2662","Texas","Hemphill County",43.9,34.6,53.6
"2663","Texas","Henderson County",48.2,39.7,56.9
"2664","Texas","Hidalgo County",44.6,31.9,57.7
"2665","Texas","Hill County",46,36.2,56.2
"2666","Texas","Hockley County",39.1,28.9,49.8
"2667","Texas","Hood County",57.5,52,63.2
"2668","Texas","Hopkins County",44.3,35.5,53.3
"2669","Texas","Houston County",42,33.7,50.7
"2670","Texas","Howard County",44.2,36.4,52.4
"2671","Texas","Hudspeth County",38.3,26.7,50.3
"2672","Texas","Hunt County",45.8,37.5,54.3
"2673","Texas","Hutchinson County",41,31.2,51.2
"2674","Texas","Irion County",50.2,39.8,61
"2675","Texas","Jack County",44.2,35.6,53.2
"2676","Texas","Jackson County",50.2,40.6,60.1
"2677","Texas","Jasper County",40,30,50.4
"2678","Texas","Jeff Davis County",53.9,43.2,65
"2679","Texas","Jefferson County",50.3,41.8,59
"2680","Texas","Jim Hogg County",49.8,39.2,60.7
"2681","Texas","Jim Wells County",46.6,33.8,59.8
"2682","Texas","Johnson County",48.2,40.6,56.2
"2683","Texas","Jones County",40.1,31.3,49.2
"2684","Texas","Karnes County",46.9,37.6,56.4
"2685","Texas","Kaufman County",48.1,39.3,57.3
"2686","Texas","Kendall County",62.8,54.7,71.1
"2687","Texas","Kenedy County",46.7,35.9,58
"2688","Texas","Kent County",36.3,25.1,48
"2689","Texas","Kerr County",56.7,47.1,66.7
"2690","Texas","Kimble County",50.3,40.8,60.2
"2691","Texas","King County",33.7,24.5,43.3
"2692","Texas","Kinney County",49.8,39.9,60.1
"2693","Texas","Kleberg County",51.1,39.6,63.1
"2694","Texas","Knox County",38.4,27.3,50
"2695","Texas","La Salle County",46.5,35.5,57.8
"2696","Texas","Lamar County",45.6,38,53.6
"2697","Texas","Lamb County",38.1,27,49.7
"2698","Texas","Lampasas County",48.1,39.2,57.4
"2699","Texas","Lavaca County",54.3,44.2,64.9
"2700","Texas","Lee County",45.8,36.2,55.8
"2701","Texas","Leon County",45.3,34.6,56.5
"2702","Texas","Liberty County",42.9,32.2,54
"2703","Texas","Limestone County",45,35.1,55.2
"2704","Texas","Lipscomb County",48.5,37.8,59.6
"2705","Texas","Live Oak County",45.5,34,57.5
"2706","Texas","Llano County",55.7,47.4,64.3
"2707","Texas","Loving County",59.4,48.5,70.7
"2708","Texas","Lubbock County",50.8,41.4,60.5
"2709","Texas","Lynn County",39.6,29.1,50.4
"2710","Texas","Madison County",42.1,32.4,52.1
"2711","Texas","Marion County",43.9,34.3,53.9
"2712","Texas","Martin County",39.7,28.7,51.1
"2713","Texas","Mason County",54.6,46.3,63.1
"2714","Texas","Matagorda County",49.3,38.3,60.6
"2715","Texas","Maverick County",42.4,27.7,57.7
"2716","Texas","McCulloch County",47.4,38.4,56.7
"2717","Texas","McLennan County",51.6,43.3,60.3
"2718","Texas","McMullen County",40.9,27.5,54.7
"2719","Texas","Medina County",51.5,40.6,62.8
"2720","Texas","Menard County",48.1,38.1,58.4
"2721","Texas","Midland County",51.5,42,61.4
"2722","Texas","Milam County",50.2,40.1,60.6
"2723","Texas","Mills County",41.9,30.6,53.7
"2724","Texas","Mitchell County",40.3,31.7,49.3
"2725","Texas","Montague County",45.7,37,54.7
"2726","Texas","Montgomery County",56.5,47.8,65.5
